Distance,Image_Type
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
5,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
6,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
3,Document
5,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
7,Document
0,Document
0,Document
0,Document
2,Document
0,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
1,Document
0,Document
0,Document
1,Document
0,Document
5,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
5,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
4,Document
0,Document
0,Document
1,Document
0,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
2,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
3,Document
2,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
2,Document
0,Document
1,Document
0,Document
0,Document
2,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
2,Document
1,Document
0,Document
2,Document
0,Document
2,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
2,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
1,Document
0,Document
8,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
5,Document
5,Document
3,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
1,Document
0,Document
3,Document
0,Document
0,Document
1,Document
0,Document
0,Document
4,Document
0,Document
0,Document
2,Document
1,Document
5,Document
2,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
2,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
2,Document
0,Document
3,Document
0,Document
0,Document
2,Document
3,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
4,Document
1,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
1,Document
2,Document
0,Document
1,Document
2,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
5,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
6,Document
0,Document
6,Document
2,Document
0,Document
1,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
1,Document
1,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
4,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
3,Document
2,Document
1,Document
1,Document
2,Document
0,Document
8,Document
2,Document
0,Document
0,Document
2,Document
0,Document
6,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
8,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
1,Document
1,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
6,Document
0,Document
0,Document
2,Document
2,Document
2,Document
2,Document
0,Document
4,Document
0,Document
2,Document
1,Document
0,Document
0,Document
0,Document
6,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
3,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
6,Document
0,Document
0,Document
4,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
1,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
2,Document
0,Document
0,Document
0,Document
0,Document
1,Document
1,Document
0,Document
0,Document
0,Document
1,Document
0,Document
0,Document
12,Document
9,Document
2,Document
0,Document
1,Document
2,Document
5,Document
0,Document
1,Document
0,Document
0,Document
2,Document
5,Document
4,Document
0,Document
1,Document
0,Document
2,Document
2,Document
1,Document
1,Document
1,Document
5,Document
0,Document
1,Document
0,Document
2,Document
2,Document
2,Document
0,Document
7,Document
1,Document
1,Document
2,Document
3,Document
0,Document
0,Document
12,Document
0,Document
2,Document
0,Document
5,Document
0,Document
2,Document
0,Document
2,Document
2,Document
7,Document
0,Document
0,Document
3,Document
2,Document
0,Document
0,Document
0,Document
2,Document
2,Document
2,Document
4,Document
2,Document
2,Document
2,Document
2,Document
0,Document
1,Document
2,Document
0,Document
0,Document
0,Document
0,Document
3,Document
0,Document
5,Document
4,Document
0,Document
2,Document
3,Document
0,Document
0,Document
0,Document
0,Document
9,Document
0,Document
2,Document
2,Document
0,Document
0,Document
0,Document
4,Document
0,Document
2,Document
3,Document
6,Document
2,Document
5,Document
0,Document
0,Document
1,Document
0,Document
2,Document
5,Document
0,Document
4,Document
2,Document
0,Document
5,Document
2,Document
2,Document
0,Document
0,Document
0,Document
0,Document
4,Document
4,Document
4,Document
0,Document
0,Document
0,Document
0,Document
2,Document
2,Document
0,Document
0,Document
0,Document
0,Document
0,Document
5,Document
0,Document
2,Document
0,Document
2,Document
6,Document
0,Document
5,Document
0,Document
0,Document
0,Document
6,Document
10,Document
0,Document
4,Document
3,Document
0,Document
0,Document
0,Document
0,Document
3,Document
2,Document
0,Document
0,Document
6,Document
1,Document
7,Document
0,Document
0,Document
0,Document
0,Document
6,Document
4,Document
0,Document
4,Document
10,Document
0,Document
8,Document
0,Document
0,Document
0,Document
0,Document
0,Document
2,Document
4,Document
3,Document
3,Document
0,Document
0,Document
0,Document
6,Document
8,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
0,Document
5,Document
0,Document
0,Document
0,Document
0,Document
6,Document
6,Document
0,Document
0,Document
1,Document
0,Document
3,Document
0,Document
0,Document
0,Document
0,Document
